index,mtx,gflops
602,0252_ch7-6-b1.mtx,-1.000
603,0516_saylr3.mtx,0.004
604,2596_rajat30.mtx,-1.000
605,0761_mahindas.mtx,0.011
606,0560_bcsstk02.mtx,0.091
607,2656_mycielskian15.mtx,-1.000
608,1132_spaceStation_14.mtx,0.094
609,1502_aa01.mtx,-1.000
610,1945_n4c6-b12.mtx,-1.000
611,0460_bfwb398.mtx,0.005
612,1182_ACTIVSg2000.mtx,0.071
613,2617_specular.mtx,-1.000
614,1140_G55.mtx,0.026
615,2325_heart1.mtx,11.836
616,1063_aircraft.mtx,-1.000
617,0927_Franz3.mtx,-1.000
618,1785_delaunay_n15.mtx,0.285
619,0720_bcsstk19.mtx,0.013
620,1335_n3c6-b8.mtx,-1.000
621,2255_smallworld.mtx,1.791
622,0028_Tina_DisCog.mtx,0.000
623,1630_vsp_p0291_seymourl_iiasa.mtx,1.201
624,1859_cond-mat-2003.mtx,2.344
625,0251_bibd_9_5.mtx,-1.000
626,1120_ex29.mtx,0.058
627,2427_sme3Db.mtx,12.150
628,1854_ca-HepPh.mtx,4.506
629,2305_msc10848.mtx,14.976
630,0407_ch5-5-b3.mtx,0.003
631,2672_CurlCurl_3.mtx,9.314
632,2329_ga2010.mtx,2.921
633,1678_Wordnet3.mtx,0.150
634,0690_orsirr_2.mtx,0.007
635,0401_mhdb416.mtx,0.003
636,0087_GD98_b.mtx,0.000
637,0775_lp_sierra.mtx,-1.000
638,1898_raefsky1.mtx,10.049
639,0978_n4c5-b4.mtx,-1.000
640,0831_dw2048.mtx,0.021
641,0313_oscil_dcop_18.mtx,0.002
642,1109_G40.mtx,0.207
643,2158_thermomech_TC.mtx,1.624
644,0099_d_dyn1.mtx,0.000
645,2168_G2_circuit.mtx,0.975
646,1507_c-37.mtx,0.690
647,2587_largebasis.mtx,14.576
648,0598_SmaGri.mtx,0.006
649,2441_exdata_1.mtx,-1.000
650,1737_bayer04.mtx,0.329
651,1287_nasa1824.mtx,0.268
652,0950_Trefethen_700.mtx,0.047
653,0364_dwt_209.mtx,0.004
654,1232_shar_te2-b1.mtx,-1.000
655,0419_lp_bandm.mtx,-1.000
656,2071_Maragal_6.mtx,-1.000
657,1991_delaunay_n16.mtx,0.472
658,0631_lp_bnl1.mtx,-1.000
659,2051_rajat18.mtx,-1.000
660,2248_pkustk01.mtx,8.751
661,1245_Trec11.mtx,
662,2519_s3dkt3m2.mtx,11.294
663,1187_n3c6-b5.mtx,-1.000
664,0118_mesh1e1.mtx,0.000
665,2137_Trec13.mtx,-1.000
666,0294_oscil_dcop_11.mtx,0.001
667,2606_boneS01.mtx,16.467
668,1055_G45.mtx,0.105
669,0976_orsreg_1.mtx,0.027
670,1549_utm5940.mtx,0.317
671,1918_mk12-b4.mtx,-1.000
672,0450_Erdos991.mtx,0.008
673,1661_cvxqp3.mtx,0.343
674,1446_testbig.mtx,-1.000
675,2139_g7jac160sc.mtx,4.473
676,1659_foldoc.mtx,0.354
677,0217_lop163.mtx,0.001
678,1670_jan99jac060sc.mtx,0.390
679,1143_TSOPF_FS_b9_c1.mtx,1.559
680,1313_cage9.mtx,0.176
681,2138_g7jac160.mtx,2.782
682,0752_lung1.mtx,0.012
683,0468_bibd_12_4.mtx,-1.000
684,0518_mk9-b2.mtx,-1.000
685,0195_n3c6-b11.mtx,-1.000
686,1834_lowThrust_11.mtx,5.960
687,1102_ex22.mtx,0.270
688,1753_jan99jac080sc.mtx,0.558
689,1013_dwt_992.mtx,0.094
690,0033_GD95_a.mtx,0.000
691,1098_saylr4.mtx,0.084
692,2098_mri2.mtx,-1.000
693,0623_rajat19.mtx,0.064
694,2528_xenon2.mtx,7.316
695,0517_steam1.mtx,0.013
696,2272_3D_51448_3D.mtx,5.906
697,1543_lhr04c.mtx,0.371
698,2147_heart2.mtx,12.562
699,0361_shl_200.mtx,0.001
