index,mtx,m,n,nnz,mp16,mp4,mpnz,128-ds-cycle,128-ds-mac,128-rm-cycle,128-rm-mac,128-smu-cycle,128-smu-mac,128-ds-energy,128-rm-energy,128-smu-energy,128-smu-speedup,64-ds-cycle,64-ds-mac,64-rm-cycle,64-rm-mac,64-smu-cycle,64-smu-mac,64-ds-energy,64-rm-energy,64-smu-energy,64-smu-speedup,128-ds-mt125,128-ds-mt25,128-ds-mt50,128-ds-mt75,128-ds-mt100,128-rm-mt125,128-rm-mt25,128-rm-mt50,128-rm-mt75,128-rm-mt100,128-smu-mt125,128-smu-mt25,128-smu-mt50,128-smu-mt75,128-smu-mt100,64-ds-mt125,64-ds-mt25,64-ds-mt50,64-ds-mt75,64-ds-mt100,64-rm-mt125,64-rm-mt25,64-rm-mt50,64-rm-mt75,64-rm-mt100,64-smu-mt125,64-smu-mt25,64-smu-mt50,64-smu-mt75,64-smu-mt100,128-ds-a-ntr,128-ds-b-ntr,128-ds-c-ntr,128-rm-a-ntr,128-rm-b-ntr,128-rm-c-ntr,128-smu-a-ntr,128-smu-b-ntr,128-smu-c-ntr,64-ds-a-ntr,64-ds-b-ntr,64-ds-c-ntr,64-rm-a-ntr,64-rm-b-ntr,64-rm-c-ntr,64-smu-a-ntr,64-smu-b-ntr,64-smu-c-ntr,128-ds-nt125,128-ds-nt25,128-ds-nt50,128-ds-nt75,128-ds-nt100,128-rm-nt125,128-rm-nt25,128-rm-nt50,128-rm-nt75,128-rm-nt100,128-smu-nt125,128-smu-nt25,128-smu-nt50,128-smu-nt75,128-smu-nt100,64-ds-nt125,64-ds-nt25,64-ds-nt50,64-ds-nt75,64-ds-nt100,64-rm-nt125,64-rm-nt25,64-rm-nt50,64-rm-nt75,64-rm-nt100,64-smu-nt125,64-smu-nt25,64-smu-nt50,64-smu-nt75,64-smu-nt100,128-rm-c-nut,128-smu-a-nut,128-smu-b-nut,128-smu-c-nut,64-rm-c-nut,64-smu-a-nut,64-smu-b-nut,64-smu-c-nut
33,1250_dynamicSoaringProblem_4.mtx,3191,3191,36516,19801,160407,2520000,111375,17.68,53547,36.77,37386,52.66,27128.65,10749.36,11967.47,0.00,133088,29.59,85385,46.11,54892,71.73,27128.65,12095.49,12615.30,0.00,91164,1504,1595,1369,15743,23352,4694,14424,715,10362,14233,2807,2339,914,17093,93339,3726,1650,923,33450,25295,9025,28492,2213,20360,10930,3346,3035,1920,35661,327347,469751,2520000,760650,342543,2171941,407583,714363,1737506,469751,469751,2520000,760650,489258,2171941,500938,863727,1737506,317524,83988,2118488,0,0,143110,854063,1174768,0,0,24685,77022,70030,66821,1498948,348350,2171650,0,0,0,143110,854063,1174768,0,0,24685,77022,70030,66821,1498948,2017851.35,237118.86,473190.48,1469930.44,2081445.19,239382.43,462824.95,1100113.68
34,2115_pfinan512.mtx,74752,74752,596992,663040,4443712,7713792,2345760,2.57,796192,7.57,963008,6.26,133064.13,84162.17,66405.10,0.00,2369760,5.09,1183840,10.18,964928,12.49,133064.13,90020.97,66523.93,0.00,2265280,49728,25056,5440,256,673408,72192,39456,7552,3584,823488,99296,37152,3072,0,2195552,92032,57312,18720,6144,936576,145024,76256,18816,7168,709184,115392,99808,28384,12160,3611360,3714272,7713792,4104160,3888096,10425280,5134336,5556800,7182848,3714272,3714272,7713792,4104160,4723168,10425280,5145984,5589440,7182848,6127520,1122976,463296,0,0,2836736,4117600,3470944,0,0,2886656,2031104,1534464,454144,276480,6554496,1159296,0,0,0,2836736,4117600,3470944,0,0,2886656,2031104,1534464,454144,276480,7201170.93,1430319.41,1606772.33,5668769.20,7704204.12,1432777.91,1618286.03,5647134.63
35,0852_init_adder1.mtx,1813,1813,11156,64272,206947,1839197,58915,24.39,65216,22.03,49527,29.01,22099.47,8245.60,9555.65,0.00,72859,39.44,100468,28.60,63450,45.29,22099.47,9327.87,10136.08,0.00,44442,374,238,83,13778,37013,820,27356,27,0,34845,662,86,157,13777,43366,1242,295,1064,26892,43630,2036,54763,39,0,33680,1312,992,1659,25807,181959,276276,1839197,517109,170476,2344498,209119,305311,1833482,292515,276276,1839197,517109,288853,2344498,214780,517982,1833482,96855,9352,1732990,0,0,103216,149126,2092156,0,0,64094,20180,16251,96081,1636876,96975,1742222,0,0,0,103216,149126,2092156,0,0,64094,20180,16251,96081,1636876,2247512.17,126347.25,229232.80,1794384.03,2260370.37,98328.69,316088.54,1318631.96
36,2283_bcsstk36.mtx,23052,23052,1143140,148991,2083109,60130948,1439191,32.64,1326674,35.41,631030,74.45,476192.77,241753.90,212618.26,0.00,2022259,46.46,1933322,48.60,1063882,88.31,476192.77,271574.88,228594.57,0.00,424080,305964,381181,216935,111031,343040,287233,378558,180012,137831,49799,44575,83185,65520,387951,414910,344101,505559,347813,409876,353079,342876,491112,325165,421090,28074,38973,68350,65743,862742,7764574,10963045,60130948,18035508,10129636,37755835,14585429,16534759,20264686,10963045,10963045,60130948,18035508,13636989,37755835,18207823,18868910,20264686,11633270,17889904,30607774,0,0,2269092,28613886,6872857,0,0,141513,1460848,2511622,3614517,12536186,20218310,39912638,0,0,0,2269092,28613886,6872857,0,0,141513,1460848,2511622,3614517,12536186,29405536.59,7834426.97,8941777.85,15071923.84,33028673.02,7699209.18,8013231.32,13012198.69
37,1894_bcsstk16.mtx,4884,4884,290378,44366,842093,18728606,555388,26.35,423613,34.54,200631,72.93,157315.38,92060.67,71079.73,0.00,761855,38.41,655232,44.66,337528,86.70,157315.38,102020.63,77414.90,0.00,202687,112280,149676,80298,10447,143457,82078,80075,57896,60107,14073,13477,28390,26185,118506,294919,105199,124320,99688,137729,164961,115445,123994,96403,154429,10511,11812,23082,24274,267849,2739013,3750805,18728606,5922937,4865459,13236638,5060006,5726199,7234803,3750805,3750805,18728606,5922937,6154918,13236638,6380296,6771784,7234803,4494799,7074488,7159319,0,0,1078004,7627063,4531571,0,0,107678,620828,1169958,1556199,3780140,6247898,12480708,0,0,0,1078004,7627063,4531571,0,0,107678,620828,1169958,1556199,3780140,10790073.26,2888626.77,3295866.37,5953801.25,11694988.29,2899890.17,3092619.95,5194774.34
38,1261_t2dal_bci.mtx,4257,4257,37465,11559,71195,332137,55941,4.64,17991,14.42,19628,13.22,4732.60,3520.33,2412.11,0.00,55941,9.28,24311,21.35,19648,26.41,4732.60,3571.86,2412.74,0.00,55839,46,56,0,0,11076,3452,2335,1117,11,12121,2935,4533,26,13,30929,24910,46,56,0,11922,4274,5228,2862,25,8761,3366,2937,3450,1134,133357,133357,332137,133777,211799,349716,193757,194001,228037,133357,133357,332137,133777,221615,349716,193848,194144,228037,330121,2016,0,0,0,33184,189138,127394,0,0,37924,40673,52984,25906,70550,330121,2016,0,0,0,33184,189138,127394,0,0,37924,40673,52984,25906,70550,248999.01,66723.04,67881.06,154004.64,286580.34,66654.50,67853.44,153901.06
39,2019_ted_A_unscaled.mtx,10605,10605,424587,32871,790356,18015573,408666,34.44,389299,36.15,181521,77.54,148765.85,78691.47,70113.19,0.00,583408,48.25,630531,44.64,314578,89.48,148765.85,94561.14,76679.59,0.00,150955,59694,98025,65922,34070,149141,64289,74957,38475,62437,10389,13558,21801,15011,120762,181456,127607,52239,34612,187494,178789,114546,129309,71034,136853,6672,8521,19922,20792,258671,2186502,3302769,18015573,5153038,3961572,12682400,4272137,5895381,8111658,3145487,3302769,18015573,5153038,5960055,12682400,5804178,6809869,8111658,2974143,5529734,9511696,0,0,165206,7033439,5483755,0,0,73159,453382,1433318,997191,5154608,4586765,13428808,0,0,0,165206,7033439,5483755,0,0,73159,453382,1433318,997191,5154608,10452902.41,2661648.09,3683319.21,6789350.21,10992253.61,2833589.57,3318567.93,5731987.04
40,1837_man_5976.mtx,5976,5976,225046,36514,357287,9194690,297379,24.16,281077,25.56,109362,65.68,80230.06,49683.25,35605.01,0.00,362978,39.58,368935,38.94,172550,83.26,80230.06,52628.99,38323.12,0.00,114087,76764,76376,24310,5842,125843,58195,57737,21725,17577,10671,11028,19749,14349,53565,81397,79972,100330,66133,35146,107078,76573,85255,45847,54182,6927,7281,16426,14628,127288,1487312,1819881,9194690,2845229,2578081,6276375,2476515,2646295,3449427,1819881,1819881,9194690,2845229,2949385,6276375,3013675,3131437,3449427,3107541,3589700,2497449,0,0,380664,4290461,1605250,0,0,17897,225232,724352,671658,1810288,4209941,4984749,0,0,0,380664,4290461,1605250,0,0,17897,225232,724352,671658,1810288,4503983.94,1331351.00,1434932.69,2590353.17,5218655.96,1317585.30,1372326.57,2275050.79
41,2660_fcondp2.mtx,201822,201822,11294316,1676392,21835742,650331072,15143091,33.55,13953283,36.41,6836338,74.32,5094699.94,2582657.94,2260321.53,0.00,21172143,47.99,20361366,49.91,11489432,88.44,5094699.94,2923302.66,2439328.08,0.00,3719013,3720648,4244061,2293290,1166079,3180796,3465581,4127171,1619513,1560222,498179,526750,890475,820709,4100225,3634734,4098300,5281164,3730662,4427283,3465226,3693757,5295959,3391260,4515164,273784,405820,803745,740211,9265872,82332090,116490573,650331072,191746368,104884419,389203065,155150053,176695829,213424740,116490573,116490573,650331072,191746368,144743886,389203065,195108897,203648915,213424740,129009015,188652105,332669952,0,0,14886084,323689704,50627277,0,0,1434413,16003130,27665296,33460321,134861580,220319028,430012044,0,0,0,14886084,323689704,50627277,0,0,1434413,16003130,27665296,33460321,134861580,299412040.65,81826246.33,94168192.17,154946996.61,338129670.32,81077626.22,85023933.08,133579615.50
42,0630_jazz.mtx,198,198,5484,2197,78995,211908,20699,8.00,10983,15.07,11213,14.76,2631.64,1541.18,1353.93,0.00,21303,15.54,17597,18.82,11329,29.23,2631.64,1734.12,1365.98,0.00,17196,2440,930,126,7,6703,2047,1708,491,34,6038,3580,1357,188,50,13171,4642,2540,678,272,9425,3503,3387,1115,167,2938,3104,3625,1041,621,61483,63874,211908,80034,94195,220541,108187,122862,172389,63874,63874,211908,80034,124443,220541,110153,125459,172389,160288,40793,10827,0,0,20548,70308,129685,0,0,54408,53004,42763,17750,4464,168575,43333,0,0,0,20548,70308,129685,0,0,54408,53004,42763,17750,4464,153050.99,39776.99,45932.84,155398.62,161738.99,40450.86,46786.15,154741.10
43,0080_can_24.mtx,24,24,160,8,216,1144,90,9.93,39,22.92,30,29.79,13.24,7.93,6.61,0.00,90,19.86,55,32.50,31,57.66,13.24,9.05,6.74,0.00,62,22,6,0,0,17,8,9,3,2,1,9,19,1,0,40,22,22,5,1,18,12,11,9,5,2,0,9,14,6,310,310,1144,418,510,1125,334,436,917,310,310,1144,418,686,1125,367,451,917,915,229,0,0,0,100,335,690,0,0,80,285,408,144,0,915,229,0,0,0,100,335,690,0,0,80,285,408,144,0,889.97,165.79,219.75,875.02,996.15,182.26,226.33,875.44
44,0987_blckhole.mtx,2132,2132,14872,6136,33793,105678,20647,4.00,7970,10.36,9171,9.00,1581.64,1220.18,883.35,0.00,20664,7.99,10512,15.71,9211,17.93,1581.64,1274.95,887.25,0.00,20130,429,85,3,0,6312,512,749,291,106,6675,1578,855,55,8,17607,2544,427,44,42,7250,1002,1426,563,271,5764,926,1590,689,242,44870,44930,105678,48375,57060,114162,72788,76066,81829,44930,44930,105678,48375,66542,114162,73270,77060,81829,101790,3648,240,0,0,15584,62041,36537,0,0,25830,6849,19203,23587,6360,101938,3740,0,0,0,15584,62041,36537,0,0,25830,6849,19203,23587,6360,88513.89,23735.34,25208.90,62038.19,94187.98,23817.00,25602.45,61726.69
45,2251_cont-300.mtx,180895,180895,988195,419477,1888248,5463029,2429855,1.76,480781,8.88,584004,7.31,110374.61,72376.63,54561.58,0.00,2429855,3.51,632448,13.50,585844,14.57,110374.61,73005.28,54678.65,0.00,2429855,0,0,0,0,392431,62409,22157,3784,0,500077,55746,25837,2344,0,2274383,155472,0,0,0,442359,125200,44125,20764,0,396575,105342,55746,16270,11911,3623600,3623600,5463029,3623600,4419580,8114697,4590022,4568325,4927081,3623600,3623600,5463029,3623600,4491545,8114697,4612600,4590903,4927081,5463029,0,0,0,0,3542626,3852436,719635,0,0,1119563,1172444,1581172,627616,426286,5463029,0,0,0,0,3542626,3852436,719635,0,0,1119563,1172444,1581172,627616,426286,5791950.38,1412191.54,1407800.87,3286050.91,6949305.88,1418634.20,1414243.53,3283378.21
46,0454_Trefethen_200b.mtx,199,199,2873,593,5556,41783,8865,3.68,1520,21.48,1010,32.32,667.24,380.85,293.16,0.00,8865,7.36,2450,26.65,1083,60.28,667.24,408.77,298.46,0.00,8461,234,170,0,0,732,440,197,91,60,301,248,329,83,49,8200,261,234,26,144,1090,560,502,130,168,74,228,260,44,477,19218,19218,41783,22408,25714,53002,21295,23242,37760,19218,19218,41783,22408,30856,53002,22451,24102,37760,32351,9432,0,0,0,11470,17695,23837,0,0,0,11462,10965,1421,13912,32351,9432,0,0,0,11470,17695,23837,0,0,0,11462,10965,1421,13912,49755.51,12059.19,13500.44,33863.01,50868.45,12410.80,13460.17,33226.15
47,2545_t3dh.mtx,79171,79171,4352105,11195153,73446119,255940359,26538242,7.53,20509122,9.75,15373258,13.01,3089441.34,2231585.23,1428989.31,0.00,26984374,14.82,26951023,14.84,15774123,25.35,3089441.34,2375356.28,1454145.38,0.00,22565121,2894627,1004817,69706,3971,15763691,3185719,1359476,170139,30097,10519072,2777195,1520799,357834,198358,16827275,6227467,2921047,668461,340124,17451178,5347492,3219527,734347,198479,7094695,3522498,2849979,1114019,1192932,80440149,81986213,255940359,100483904,91662603,251547512,120344666,123740155,169814246,81986213,81986213,255940359,100483904,111805380,251547512,124783890,128842987,169814246,206804847,43180419,5955093,0,0,39374538,128526796,83646178,0,0,34816698,50041499,46333942,28227627,10394480,211526956,44413403,0,0,0,39374538,128526796,83646178,0,0,34816698,50041499,46333942,28227627,10394480,139359125.80,40253033.69,41697833.96,122228211.87,167353520.11,40944191.42,42596640.33,120273136.56
48,1524_c-31.mtx,5339,5339,78571,60254,383377,5938091,322660,14.38,185016,25.07,105186,44.10,57078.04,30352.26,24198.00,0.00,377780,24.56,254593,36.44,140783,65.90,57078.04,33399.27,25699.63,0.00,230581,40114,31192,13983,6790,88286,36088,37549,15885,7208,36273,14430,16177,9618,28688,208096,74958,43250,25840,25636,82194,58701,62084,27053,24561,22753,16176,17582,11777,72495,1167884,1417161,5938091,1957400,1298763,4134328,1669745,1819452,2561431,1417161,1417161,5938091,1957400,1638471,4134328,1968042,2087325,2561431,2421333,1503153,2013605,0,0,197486,3034217,902625,0,0,84410,347448,755617,133218,1240738,3143517,2794574,0,0,0,197486,3034217,902625,0,0,84410,347448,755617,133218,1240738,3056150.52,801273.62,892734.41,1919069.88,3453956.31,796431.70,861588.75,1643133.06
49,1718_bcsstk18.mtx,11948,11948,149090,104143,779243,2554954,384648,5.19,186285,10.72,179938,11.09,34687.28,23199.75,16549.16,0.00,386420,10.33,248806,16.05,181584,21.98,34687.28,24989.58,16694.30,0.00,358370,20504,5513,261,0,135075,31296,15818,3404,692,126373,35047,15856,2155,507,290700,69822,20257,4065,1576,153086,45289,37235,10534,2662,85903,41002,35434,11781,7464,948743,954480,2554954,1077317,1151810,2561838,1305772,1373453,1996547,954480,954480,2554954,1077317,1419856,2561838,1330624,1403535,1996547,2305132,230497,19325,0,0,351646,1285589,924603,0,0,493044,546564,749880,179383,27676,2313788,241166,0,0,0,351646,1285589,924603,0,0,493044,546564,749880,179383,27676,1567383.48,435422.04,465775.58,1553897.48,1818171.03,442660.17,474618.97,1543504.90
50,1373_ex24.mtx,2283,2283,48737,8395,99565,1202437,64260,14.62,41991,22.37,22343,42.04,12687.37,7985.05,5882.62,0.00,69532,27.02,59466,31.59,27880,67.39,12687.37,8538.02,6213.32,0.00,37077,15935,9798,1344,106,21959,7600,7006,3164,2262,4928,3505,5863,4109,3938,24061,18418,16483,7801,2769,22791,11817,11533,7136,6189,2685,2801,4185,3699,14510,260099,283143,1202437,414489,459988,1094684,397996,422480,733434,283143,283143,1202437,414489,545256,1094684,453929,490918,733434,671684,413206,117547,0,0,89798,358877,646009,0,0,22406,77430,198114,180476,255008,735640,466797,0,0,0,89798,358877,646009,0,0,22406,77430,198114,180476,255008,828783.62,218226.79,234064.14,609299.27,920882.25,221765.65,241755.18,568612.23
51,2192_delaunay_n17.mtx,131072,131072,786352,814174,3241571,4954586,1494041,2.59,887054,4.36,902597,4.29,86931.20,70990.32,48670.91,0.00,1494090,5.18,1077435,7.19,902895,8.57,86931.20,73143.04,48701.69,0.00,1476702,12743,4579,17,0,827857,41138,11049,5072,1938,843784,45052,13080,674,7,1370226,106528,12740,3699,897,938248,89055,34925,10520,4687,734272,109623,45178,10112,3710,2600195,2600366,4954586,2719368,3099578,6636982,4036413,4136133,4510928,2600366,2600366,4954586,2719368,3439368,6636982,4041026,4143105,4510928,4775405,177949,1232,0,0,2185780,2478208,1972994,0,0,1994393,1269179,751755,342503,153098,4775549,179037,0,0,0,2185780,2478208,1972994,0,0,1994393,1269179,751755,342503,153098,3609852.96,967090.18,1006490.47,3032546.42,4179147.43,968386.80,1008982.39,3030693.97
52,1080_bcsstk34.mtx,588,588,21418,2893,47049,831096,31353,20.71,21101,30.77,10364,62.65,7577.46,4401.57,3371.20,0.00,35281,36.81,32249,40.27,15637,83.05,7577.46,5008.49,3629.95,0.00,13355,8436,8022,1323,217,7590,4155,4858,2746,1752,816,1106,2120,1987,4335,6346,10704,8975,6103,3153,8252,6038,7780,5015,5164,428,730,1522,1616,11341,149009,168968,831096,266072,237321,619576,235079,256985,375128,168968,168968,831096,266072,313935,619576,283622,305322,375128,335693,363857,131546,0,0,39292,336696,243588,0,0,1796,23866,139592,85320,124554,394180,436916,0,0,0,39292,336696,243588,0,0,1796,23866,139592,85320,124554,487261.40,133951.88,147475.22,307290.58,529882.90,133176.14,143898.11,273377.56
53,2035_nemeth12.mtx,9506,9506,446818,23541,773817,21402666,343925,48.62,356116,46.95,203390,82.21,157647.10,85503.13,76441.51,0.00,560259,59.69,621333,53.82,361916,92.40,157647.10,103013.82,83214.14,0.00,79410,46524,60717,63541,93733,90644,46694,65174,55459,98145,10344,9279,18435,15879,149453,82702,74754,97564,83954,221285,115728,79415,123708,92062,210420,6050,7654,13312,16089,318811,2117818,3452575,21402666,6043863,4524479,15090754,4977994,6913835,8235679,3452575,3452575,21402666,6043863,6750305,15090754,6939901,7452714,8235679,2012749,3037935,16351982,0,0,431536,6820919,7838299,0,0,53709,485384,802374,1492978,5401234,4149249,17253417,0,0,0,431536,6820919,7838299,0,0,53709,485384,802374,1492978,5401234,13316302.82,2999582.39,4180065.91,6689016.78,13673101.34,3236361.87,3505388.00,5715760.92
54,0773_G34.mtx,2000,2000,8000,3675,12500,32000,19750,1.27,3675,6.80,4225,5.92,729.11,465.09,360.34,0.00,19750,2.53,4400,11.36,4225,11.83,729.11,469.67,360.34,0.00,19750,0,0,0,0,3550,0,125,0,0,4100,125,0,0,0,19750,0,0,0,0,3000,1150,250,0,0,2600,1500,125,0,0,25000,25000,32000,25000,25000,50350,29350,29850,31000,25000,25000,32000,25000,26000,50350,29350,29850,31000,32000,0,0,0,0,23100,27250,0,0,0,7000,8000,16000,0,0,32000,0,0,0,0,23100,27250,0,0,0,7000,8000,16000,0,0,36953.71,8003.21,8187.75,21619.87,47537.96,8003.21,8187.75,21619.87
55,1829_s2rmt3m1.mtx,5489,5489,219521,17994,340291,8926841,238121,29.29,212173,32.87,97321,71.66,71871.83,37431.61,33495.80,0.00,347261,40.17,311457,44.78,159766,87.30,71871.83,41678.94,35809.37,0.00,88103,33209,65560,40203,11046,53389,48858,60355,32540,17031,9902,5199,15527,9495,57198,116190,39149,84995,35595,71332,75157,35250,80193,55568,65289,3363,9157,7980,11165,128101,1205721,1757793,8926841,2765515,1767704,6160622,2397858,2718622,3233248,1757793,1757793,8926841,2765515,2321180,6160622,2910608,3064123,3233248,1508533,2886610,4531698,0,0,582562,3881523,1696537,0,0,14569,315794,27582,952893,1922410,3286171,5640670,0,0,0,582562,3881523,1696537,0,0,14569,315794,27582,952893,1922410,4816222.92,1317828.93,1510696.25,2532216.37,5445923.71,1283316.95,1363702.53,2229228.97
56,2326_va2010.mtx,285762,285762,1402128,15330028,20750658,10106926,8167311,0.97,7403521,1.07,7556243,1.04,254733.05,233063.43,127361.01,0.00,8167311,1.93,7789861,2.03,7556243,2.09,254733.05,234927.69,127361.01,0.00,8166767,497,47,0,0,7402021,1486,14,0,0,7555381,837,25,0,0,8153489,13278,497,39,8,7778947,10456,457,1,0,7541189,14192,837,24,1,9004657,9004657,10106926,9010052,9012245,18752874,9860607,9862358,10018728,9004657,9004657,10106926,9010052,9282982,18752874,9860607,9862358,10018728,10105109,1817,0,0,0,15653902,2960023,138949,0,0,9494613,444074,54776,23443,1822,10105109,1817,0,0,0,15653902,2960023,138949,0,0,9494613,444074,54776,23443,1822,5474488.65,1056660.46,1057041.82,4112702.04,7385450.83,1056660.46,1057041.82,4112702.04
57,1429_ex10hs.mtx,2548,2548,57308,13294,218803,1614318,92396,13.65,61091,20.64,40241,31.34,16186.49,9587.57,7580.90,0.00,103824,24.29,91042,27.71,45899,54.95,16186.49,11012.16,8073.26,0.00,61873,15515,11741,3267,0,32065,11715,11274,4360,1677,12342,8873,10142,5270,3614,49683,24845,16189,7836,5271,37659,18950,19493,9679,5261,6903,6504,9249,6949,16294,350906,399751,1614318,557133,466487,1199574,542096,618814,983937,399751,399751,1614318,557133,646648,1199574,622730,724264,983937,831097,529821,253400,0,0,126908,755107,317559,0,0,90327,184456,431153,273289,4712,964358,649960,0,0,0,126908,755107,317559,0,0,90327,184456,431153,273289,4712,842676.72,252227.20,295009.06,875697.71,923299.41,272223.25,322924.92,834503.90
58,0552_fs_541_2.mtx,541,541,4285,3207,10809,31399,18746,1.31,3597,6.82,3884,6.32,692.04,436.39,313.07,0.00,18746,2.62,4787,10.25,3885,12.63,692.04,441.50,314.52,0.00,18686,60,0,0,0,3305,197,55,5,35,3505,274,87,17,1,18438,248,60,0,0,4168,411,129,16,63,2909,596,269,71,40,23899,23363,31399,24399,25726,51222,27191,28044,29551,23899,23363,31399,24399,26231,51222,27492,28287,29551,31399,0,0,0,0,35784,7937,7501,0,0,10976,10239,4040,3204,1092,31399,0,0,0,0,35784,7937,7501,0,0,10976,10239,4040,3204,1092,37279.03,7974.55,8153.94,19506.04,43361.94,8127.42,8296.96,19567.22
59,0133_west0156.mtx,156,156,371,203,876,878,360,1.91,186,3.69,202,3.40,17.78,14.92,11.42,0.00,360,3.81,243,5.65,202,6.79,17.78,15.36,11.42,0.00,360,0,0,0,0,177,8,1,0,0,197,5,0,0,0,356,4,0,0,0,219,19,5,0,0,173,24,5,0,0,577,554,878,579,583,1347,855,806,855,577,554,878,579,645,1347,855,806,855,878,0,0,0,0,498,718,131,0,0,519,231,95,10,0,878,0,0,0,0,498,718,131,0,0,519,231,95,10,0,693.89,179.64,171.07,545.33,811.31,179.64,171.07,545.33
60,1991_delaunay_n16.mtx,65536,65536,393150,408275,1572837,2478510,747279,2.59,447669,4.33,449958,4.30,43492.71,35436.43,24247.39,0.00,747287,5.18,544224,7.12,450066,8.60,43492.71,36603.28,24260.43,0.00,738434,6378,2464,3,0,419175,19715,5332,2486,961,421206,21790,6613,343,6,686156,52286,6378,1955,512,475801,43919,17103,5173,2228,366048,55171,21854,5138,1855,1301132,1301161,2478510,1361962,1544565,3321184,2001799,2054001,2250711,1301161,1301161,2478510,1361962,1727928,3321184,2003391,2057340,2250711,2382133,96161,216,0,0,1092964,1244970,983250,0,0,973536,654166,374964,161541,86504,2382157,96353,0,0,0,1092964,1244970,983250,0,0,973536,654166,374964,161541,86504,1787140.65,476983.29,498577.47,1498353.12,2076249.17,477364.09,499830.16,1497668.58
